"time" "obs"
"9422" 1982.47622907154 0.542
"9423" 1982.47647260274 0.877
"9424" 1982.47654680365 1.4
"9425" 1982.47665144597 2.24
"9426" 1982.47687595129 2.37
"9427" 1982.47746194825 1.63
"9428" 1982.47782153729 1.29
"9429" 1982.47829718417 0.973
"9430" 1982.47853881279 0.973
"9431" 1982.47906012177 0.698
"9432" 1982.48052701674 0.542
"9433" 1982.48071347032 0.474
"9434" 1982.48197488584 0.352
"9435" 1982.48377473364 0.352
"9436" 1982.48438546423 0.299
"9437" 1982.48470129376 0.352
"9438" 1982.48492009132 0.474
"9439" 1982.48548135464 0.474
"9440" 1982.48583143075 0.698
"9441" 1982.48607496195 1.07
"9442" 1982.48655251142 0.877
"9443" 1982.48709855403 0.877
"9444" 1982.4874847793 0.78
"9445" 1982.48974885845 0.474
"9446" 1982.49269977169 0.352
"9447" 1982.49480783866 0.352
"9448" 1982.49537100457 0.299
"9449" 1982.50248858447 0.246
"9450" 1982.50323439878 0.208
"9451" 1982.5111282344 0.208
"9452" 1982.51254756469 0.169
"9453" 1982.51273592085 0.148
"9454" 1982.51357496195 0.169
"9455" 1982.51407343988 0.169
"9456" 1982.52332762557 0.148
"9457" 1982.52344558600 0.127
"9458" 1982.52370814307 0.148
"9459" 1982.52373097412 0.169
"9460" 1982.5237956621 0.299
"9461" 1982.52383561644 0.246
"9462" 1982.5239174277 0.169
"9463" 1982.52474885845 0.148
"9464" 1982.52485159817 0.127
"9465" 1982.52944254186 0.148
"9466" 1982.52945015221 0.169
"9467" 1982.52947488584 0.299
"9468" 1982.52952435312 0.246
"9469" 1982.52962138508 0.169
"9470" 1982.53013888889 0.148
"9471" 1982.53422374429 0.148
"9472" 1982.53454337900 0.127
"9473" 1982.53615487062 0.148
"9474" 1982.5363261035 0.169
"9475" 1982.53649733638 0.208
"9476" 1982.53668759513 0.208
"9477" 1982.53673135464 0.246
"9478" 1982.53682077626 0.352
"9479" 1982.53713280061 0.352
"9480" 1982.53749809741 0.299
"9481" 1982.53810312024 0.246
"9482" 1982.53931697108 0.169
"9483" 1982.53973934551 0.169
"9484" 1982.53977739726 0.299
"9485" 1982.53980783866 0.246
"9486" 1982.53986681887 0.169
"9487" 1982.53989726027 0.148
"9488" 1982.54194063927 0.148
"9489" 1982.54212519026 0.127
"9490" 1982.54378805175 0.148
"9491" 1982.54903729072 0.148
"9492" 1982.54907914764 0.169
"9493" 1982.54920091324 0.299
"9494" 1982.54925418569 0.246
"9495" 1982.54936073059 0.169
"9496" 1982.54941210046 0.148
"9497" 1982.5500761035 0.148
"9498" 1982.55019406393 0.127
"9499" 1982.55031392694 0.114
"9500" 1982.55103120244 0.127
"9501" 1982.55117960426 0.169
"9502" 1982.55140791476 0.148
"9503" 1982.55285388128 0.148
"9504" 1982.55290525114 0.127
"9505" 1982.55295852359 0.114
"9506" 1982.55376902588 0.127
"9507" 1982.5537956621 0.169
"9508" 1982.55383371385 0.299
"9509" 1982.55391362253 0.246
"9510" 1982.55399162861 0.208
"9511" 1982.55441400304 0.169
"9512" 1982.55483828006 0.148
"9513" 1982.55589041096 0.148
"9514" 1982.55594939117 0.169
"9515" 1982.55601027397 0.208
"9516" 1982.55656963470 0.208
"9517" 1982.55659246575 0.246
"9518" 1982.55664003044 0.352
"9519" 1982.55675418569 0.246
"9520" 1982.55680936073 0.208
"9521" 1982.55739916286 0.169
"9522" 1982.55872716895 0.169
"9523" 1982.5588261035 0.127
"9524" 1982.55925418569 0.148
"9525" 1982.55926940639 0.169
"9526" 1982.55929984779 0.246
"9527" 1982.55933028919 0.352
"9528" 1982.55945395738 0.246
"9529" 1982.55951674277 0.208
"9530" 1982.56118340944 0.169
"9531" 1982.56133371385 0.127
"9532" 1982.56324771689 0.148
"9533" 1982.56739155251 0.148
"9534" 1982.56741628615 0.169
"9535" 1982.56749429224 0.299
"9536" 1982.56754375951 0.246
"9537" 1982.56764079148 0.169
"9538" 1982.56992770167 0.148
"9539" 1982.57005707763 0.127
"9540" 1982.57020928463 0.127
"9541" 1982.5702283105 0.169
"9542" 1982.57024923896 0.246
"9543" 1982.57026826484 0.352
"9544" 1982.57036339422 0.246
"9545" 1982.57045852359 0.169
"9546" 1982.57109018265 0.148
"9547" 1982.57241628615 0.148
"9548" 1982.57255327245 0.127
"9549" 1982.57299847793 0.127
"9550" 1982.57302321157 0.169
"9551" 1982.57305936073 0.299
"9552" 1982.57312595129 0.246
"9553" 1982.57325913242 0.169
"9554" 1982.57497716895 0.148
"9555" 1982.57508371385 0.127
"9556" 1982.57519025875 0.114
"9557" 1982.57568112633 0.127
"9558" 1982.57573249619 0.169
"9559" 1982.57581050228 0.299
"9560" 1982.57587519026 0.246
"9561" 1982.57600456621 0.169
"9562" 1982.57849505327 0.148
"9563" 1982.57851978691 0.169
"9564" 1982.57857115677 0.246
"9565" 1982.57862062405 0.352
"9566" 1982.57869863014 0.246
"9567" 1982.57873858447 0.208
"9568" 1982.57933789954 0.169
"9569" 1982.57941210046 0.246
"9570" 1982.57955859970 0.474
"9571" 1982.57965563166 0.352
"9572" 1982.5802130898 0.299
"9573" 1982.58056126332 0.405
"9574" 1982.58076864536 0.615
"9575" 1982.58117770167 0.615
"9576" 1982.58138508371 0.973
"9577" 1982.58167047184 0.973
"9578" 1982.58228691020 0.615
"9579" 1982.58259703196 0.474
"9580" 1982.58351978691 0.352
"9581" 1982.58535007610 0.246
"9582" 1982.58692732116 0.208
"9583" 1982.58921613394 0.208
"9584" 1982.58970890411 0.246
"9585" 1982.59001902588 0.246
"9586" 1982.59019977169 0.208
"9587" 1982.59068112633 0.208
"9588" 1982.59070395738 0.246
"9589" 1982.59077245053 0.405
"9590" 1982.59081811263 0.542
"9591" 1982.59093607306 0.405
"9592" 1982.59112442922 0.352
"9593" 1982.59124619483 0.352
"9594" 1982.59129185693 0.405
"9595" 1982.5914783105 0.698
"9596" 1982.59209284627 0.542
"9597" 1982.59235730594 0.615
"9598" 1982.59317161339 0.615
"9599" 1982.59377473364 0.474
"9600" 1982.59428462709 0.405
"9601" 1982.59462138508 0.405
"9602" 1982.59473554033 0.352
"9603" 1982.59508181126 0.405
"9604" 1982.5973630137 0.299
"9605" 1982.59933599696 0.299
"9606" 1982.59943683409 0.405
"9607" 1982.60261035008 0.299
"9608" 1982.60271499239 0.405
"9609" 1982.60600266362 0.299
"9610" 1982.6061434551 0.246
"9611" 1982.60976407915 0.246
"9612" 1982.60988964992 0.208
"9613" 1982.60989535769 0.246
"9614" 1982.60991628615 0.474
"9615" 1982.60999619483 0.352
"9616" 1982.61012557078 0.246
"9617" 1982.61153348554 0.208
"9618" 1982.61154680365 0.246
"9619" 1982.61159627093 0.474
"9620" 1982.61165715373 0.352
"9621" 1982.61186834094 0.246
"9622" 1982.61321347032 0.208
"9623" 1982.61390410959 0.208
"9624" 1982.61405060883 0.169
"9625" 1982.61420471842 0.169
"9626" 1982.61422564688 0.246
"9627" 1982.61425608828 0.405
"9628" 1982.61431887367 0.299
"9629" 1982.61446156773 0.246
"9630" 1982.61492960426 0.208
"9631" 1982.61634893455 0.169
"9632" 1982.61705098935 0.169
"9633" 1982.61712519026 0.148
"9634" 1982.61712899543 0.169
"9635" 1982.61713850837 0.246
"9636" 1982.61714611872 0.352
"9637" 1982.61719178082 0.246
"9638" 1982.61732305936 0.208
"9639" 1982.61792998478 0.169
"9640" 1982.61963280061 0.169
"9641" 1982.61966704718 0.246
"9642" 1982.61970129376 0.352
"9643" 1982.61977929985 0.246
"9644" 1982.61987062405 0.208
"9645" 1982.62160958904 0.169
"9646" 1982.62787100457 0.169
"9647" 1982.62790525114 0.246
"9648" 1982.62793949772 0.352
"9649" 1982.62800418569 0.246
"9650" 1982.62817161339 0.208
"9651" 1982.6286434551 0.169
"9652" 1982.63626141553 0.169
"9653" 1982.63633371385 0.299
"9654" 1982.636402207 0.246
"9655" 1982.63647260274 0.208
"9656" 1982.63698059361 0.208
"9657" 1982.63733828006 0.246
"9658" 1982.63876902588 0.246
"9659" 1982.63883371385 0.352
"9660" 1982.63898782344 0.246
"9661" 1982.63972792998 0.208
"9662" 1982.64225076104 0.169
"9663" 1982.64678082192 0.148
"9664" 1982.64710235921 0.127
"9665" 1982.64712519026 0.169
"9666" 1982.64715753425 0.299
"9667" 1982.64722412481 0.246
"9668" 1982.64729261796 0.208
"9669" 1982.64774162861 0.169
"9670" 1982.64996575342 0.169
"9671" 1982.65002663623 0.246
"9672" 1982.65008751903 0.352
"9673" 1982.65020167428 0.246
"9674" 1982.65025875190 0.208
"9675" 1982.65140410959 0.169
"9676" 1982.65412861492 0.169
"9677" 1982.65424847793 0.246
"9678" 1982.65436834094 0.352
"9679" 1982.65501902588 0.352
"9680" 1982.65519977169 0.474
"9681" 1982.65568112633 0.474
"9682" 1982.65586567732 0.405
"9683" 1982.65614916286 0.405
"9684" 1982.65683219178 0.352
"9685" 1982.65701484018 0.299
"9686" 1982.6589326484 0.246
"9687" 1982.65909436834 0.208
"9688" 1982.66298515982 0.169
"9689" 1982.66301560122 0.246
"9690" 1982.66305936073 0.405
"9691" 1982.66328196347 0.246
"9692" 1982.66335616438 0.208
"9693" 1982.6638565449 0.208
"9694" 1982.66728881279 0.169
"9695" 1982.66826674277 0.169
"9696" 1982.66830859970 0.246
"9697" 1982.66837138508 0.405
"9698" 1982.66851217656 0.246
"9699" 1982.66855783866 0.208
"9700" 1982.66918759513 0.169
"9701" 1982.67809170472 0.148
"9702" 1982.67835426180 0.127
"9703" 1982.68274162862 0.127
"9704" 1982.68285958904 0.169
"9705" 1982.68317351598 0.148
"9706" 1982.68387557078 0.169
"9707" 1982.68446537291 0.208
"9708" 1982.68490677321 0.169
"9709" 1982.68596651446 0.169
"9710" 1982.68623668189 0.148
"9711" 1982.69144596651 0.148
"9712" 1982.69161529680 0.127
"9713" 1982.70574961948 0.114
"9714" 1982.71132229833 0.127
"9715" 1982.71166286149 0.114
"9716" 1982.71645357686 0.127
"9717" 1982.71678843227 0.114
"9718" 1982.72441590563 0.127
"9719" 1982.72469748858 0.114
"9720" 1982.72673325723 0.114
"9721" 1982.72694444444 0.127
"9722" 1982.72769025875 0.127
"9723" 1982.72780251142 0.148
"9724" 1982.72817922374 0.148
"9725" 1982.72935882801 0.127
"9726" 1982.72966133942 0.114
"9727" 1982.73012747336 0.114
"9728" 1982.73430365297 0.127
"9729" 1982.73452245053 0.088
"9730" 1982.73459094368 0.114
"9731" 1982.73484589041 0.114
"9732" 1982.73486872146 0.127
"9733" 1982.73491248097 0.169
"9734" 1982.73495814307 0.246
"9735" 1982.73500951294 0.169
"9736" 1982.73505898021 0.127
"9737" 1982.73554223744 0.127
"9738" 1982.73565449011 0.088
"9739" 1982.73578196347 0.114
"9740" 1982.73741628615 0.114
"9741" 1982.73747526636 0.127
"9742" 1982.73753614916 0.148
"9743" 1982.73767503805 0.148
"9744" 1982.73769406393 0.169
"9745" 1982.73773021309 0.246
"9746" 1982.73778348554 0.405
"9747" 1982.73787290715 0.78
"9748" 1982.73799277017 0.877
"9749" 1982.73804604262 1.4
"9750" 1982.73813736682 2.5
"9751" 1982.73816971081 2.97
"9752" 1982.73825342466 3.28
"9753" 1982.73845890411 2.5
"9754" 1982.73874429224 1.63
"9755" 1982.73906392694 1.07
"9756" 1982.73954337900 0.78
"9757" 1982.74020738204 0.542
"9758" 1982.74063736682 0.474
"9759" 1982.7411434551 0.474
"9760" 1982.74152016743 0.405
"9761" 1982.74227359209 0.299
"9762" 1982.74337138508 0.246
"9763" 1982.74362062405 0.299
"9764" 1982.74543759513 0.246
"9765" 1982.74725456621 0.208
"9766" 1982.74752473364 0.169
"9767" 1982.74819063927 0.169
"9768" 1982.74851217656 0.405
"9769" 1982.74881468798 0.698
"9770" 1982.74926179604 0.698
"9771" 1982.75000190259 0.542
"9772" 1982.75024923896 0.542
"9773" 1982.75080098935 0.405
"9774" 1982.75187024353 0.352
"9775" 1982.75353310502 0.299
"9776" 1982.75435312024 0.299
"9777" 1982.75494672755 0.246
"9778" 1982.75845890411 0.208
"9779" 1982.76289954338 0.208
"9780" 1982.76324771690 0.246
"9781" 1982.76418759513 0.208
"9782" 1982.76434170472 0.299
"9783" 1982.76489155251 0.405
"9784" 1982.76541095890 0.405
"9785" 1982.76552321157 0.352
"9786" 1982.766097793 0.352
"9787" 1982.76816400304 0.299
"9788" 1982.76939117199 0.299
"9789" 1982.77019406393 0.474
"9790" 1982.77071727549 0.405
"9791" 1982.77096080670 0.352
"9792" 1982.77349124810 0.352
"9793" 1982.77939117199 0.299
"9794" 1982.78035197869 0.352
"9795" 1982.78107496195 0.352
"9796" 1982.78125190259 0.405
"9797" 1982.78187595129 0.352
"9798" 1982.78289193303 0.352
"9799" 1982.7835216895 0.299
"9800" 1982.7838869863 0.299
"9801" 1982.78402016743 0.405
"9802" 1982.78454718417 0.474
"9803" 1982.78503234399 0.474
"9804" 1982.78519596651 0.615
"9805" 1982.78536149163 0.698
"9806" 1982.78550989346 1.07
"9807" 1982.78554604262 1.18
"9808" 1982.78576293760 1.51
"9809" 1982.78599695586 1.51
"9810" 1982.78721270928 0.877
"9811" 1982.78829528158 0.78
"9812" 1982.78881278539 1.4
"9813" 1982.78910388128 1.4
"9814" 1982.78948059361 1.98
"9815" 1982.78966133942 1.85
"9816" 1982.79036910198 1.51
"9817" 1982.79260464231 1.07
"9818" 1982.79474695586 0.877
"9819" 1982.79517123288 1.18
"9820" 1982.79623668189 1.18
"9821" 1982.79685312024 1.07
"9822" 1982.79824010654 0.877
"9823" 1982.79886796043 0.877
"9824" 1982.79892884323 1.4
"9825" 1982.79903729072 2.5
"9826" 1982.79933599696 6.46
"9827" 1982.79943493151 8.07
"9828" 1982.79965753425 7.26
"9829" 1982.79990677321 5.59
"9830" 1982.80008181126 4.91
"9831" 1982.80043949772 4.07
"9832" 1982.80125190259 3.28
"9833" 1982.80271499239 2.37
"9834" 1982.80499429224 1.85
"9835" 1982.80744863014 1.4
"9836" 1982.80906773212 1.29
"9837" 1982.80922564688 1.18
"9838" 1982.81109589041 1.18
"9839" 1982.81327054795 0.973
"9840" 1982.81568112633 0.78
"9841" 1982.82006468798 0.78
"9842" 1982.82038622527 0.698
"9843" 1982.82240487062 0.698
"9844" 1982.82386415525 0.615
"9845" 1982.82922564688 0.542
"9846" 1982.83145357686 0.542
"9847" 1982.83168188737 0.474
"9848" 1982.83949010654 0.474
"9849" 1982.83979832572 0.405
"9850" 1982.85054414003 0.405
"9851" 1982.85071727549 0.246
"9852" 1982.85088089802 0.352
"9853" 1982.85608066971 0.352
"9854" 1982.85613964992 0.405
"9855" 1982.85625570776 0.542
"9856" 1982.85639840183 0.542
"9857" 1982.85663812785 0.78
"9858" 1982.85668759513 1.18
"9859" 1982.85684931507 0.877
"9860" 1982.85782914764 0.698
"9861" 1982.85805365297 0.542
"9862" 1982.85876331811 0.542
"9863" 1982.86036910198 0.474
"9864" 1982.86049277017 0.352
"9865" 1982.86068302892 0.405
"9866" 1982.86081050228 0.474
"9867" 1982.86138318113 0.405
"9868" 1982.86312975647 0.405
"9869" 1982.86330098935 0.352
"9870" 1982.86857115677 0.352
"9871" 1982.8686434551 0.405
"9872" 1982.86899923897 0.78
"9873" 1982.86921232877 1.07
"9874" 1982.86997526636 1.51
"9875" 1982.87061263318 1.29
"9876" 1982.87323439878 1.07
"9877" 1982.87491628615 1.07
"9878" 1982.87966133942 0.78
"9879" 1982.87997716895 0.973
"9880" 1982.88132990868 0.877
"9881" 1982.88216324201 0.877
"9882" 1982.88279870624 1.29
"9883" 1982.88310121766 1.85
"9884" 1982.88361872146 2.5
"9885" 1982.88392694064 2.5
"9886" 1982.88497526636 1.98
"9887" 1982.88622336377 1.74
"9888" 1982.88686453577 1.74
"9889" 1982.88700913242 1.63
"9890" 1982.89143835616 1.18
"9891" 1982.89549467275 1.07
"9892" 1982.89566780822 0.973
"9893" 1982.89723173516 0.877
"9894" 1982.89954718417 0.877
"9895" 1982.9000913242 1.4
"9896" 1982.90046423135 1.4
"9897" 1982.90109208524 1.18
"9898" 1982.90214992390 1.07
"9899" 1982.90566780822 0.973
"9900" 1982.90579718417 1.07
"9901" 1982.90596270928 1.07
"9902" 1982.90614916286 1.51
"9903" 1982.90639269406 2.37
"9904" 1982.90690829528 2.37
"9905" 1982.90721841705 2.81
"9906" 1982.90749238965 2.81
"9907" 1982.90809550989 2.97
"9908" 1982.90859589041 3.28
"9909" 1982.90896118721 3.28
"9910" 1982.911097793 2.97
"9911" 1982.911402207 3.28
"9912" 1982.91221461187 3.28
"9913" 1982.91320205479 2.97
"9914" 1982.91625570776 2.66
"9915" 1982.91776826484 2.66
"9916" 1982.91894406393 2.5
"9917" 1982.92005136986 2.5
"9918" 1982.9214326484 2.37
"9919" 1982.92157914764 2.24
"9920" 1982.92270928463 2.24
"9921" 1982.92312024353 2.11
"9922" 1982.92965372907 1.63
"9923" 1982.93241818874 1.51
"9924" 1982.93253424658 1.63
"9925" 1982.93266552511 1.98
"9926" 1982.93289764079 3.28
"9927" 1982.93301750381 4.07
"9928" 1982.93322869102 4.56
"9929" 1982.93334474886 5.08
"9930" 1982.93340753425 5.93
"9931" 1982.93357115677 6.27
"9932" 1982.93456811263 5.76
"9933" 1982.93484969559 6.46
"9934" 1982.93503234399 7.87
"9935" 1982.93513127854 8.07
"9936" 1982.93521308980 7.66
"9937" 1982.93531392694 7.87
"9938" 1982.93568873668 7.26
"9939" 1982.93603120244 7.05
"9940" 1982.93665334855 7.26
"9941" 1982.93792237443 5.93
"9942" 1982.9385216895 5.76
"9943" 1982.93890030441 6.85
"9944" 1982.93906202435 6.85
"9945" 1982.93965943683 5.93
"9946" 1982.94013888889 5.93
"9947" 1982.94252283105 4.74
"9948" 1982.94401065449 4.07
"9949" 1982.94424277017 4.91
"9950" 1982.94433789954 4.91
"9951" 1982.94493150685 4.24
"9952" 1982.94542427702 3.91
"9953" 1982.94665334855 3.91
"9954" 1982.94712138508 4.22
"9955" 1982.94736681887 3.91
"9956" 1982.94863964992 3.6
"9957" 1982.94948439878 4.07
"9958" 1982.94997907154 3.75
"9959" 1982.95252853881 3.44
"9960" 1982.95472222222 2.97
"9961" 1982.95546993912 2.97
"9962" 1982.95619101979 2.66
"9963" 1982.95693302892 2.5
"9964" 1982.95721841705 2.66
"9965" 1982.95762937595 3.44
"9966" 1982.95816019787 6.44
"9967" 1982.95832001522 6.44
"9968" 1982.95847602740 5.76
"9969" 1982.95873858447 5.25
"9970" 1982.95967275495 4.39
"9971" 1982.96003805175 4.24
"9972" 1982.96047564688 4.56
"9973" 1982.96083523592 4.22
"9974" 1982.96107876712 4.22
"9975" 1982.96227549467 3.75
"9976" 1982.96344558600 4.56
"9977" 1982.96377473364 5.93
"9978" 1982.96391171994 5.93
"9979" 1982.96484018265 5.08
"9980" 1982.96555745814 4.56
"9981" 1982.96661719939 4.24
"9982" 1982.96813356164 3.6
"9983" 1982.97021879756 3.28
"9984" 1982.97077625571 3.75
"9985" 1982.97310121766 3.6
"9986" 1982.97379946728 3.28
"9987" 1982.98363013699 1.85
"9988" 1982.98945015221 1.63
"9989" 1982.98955479452 1.4
"9990" 1982.99313546423 1.4
"9991" 1982.99968797565 1.07
"9992" 1983.00214611872 0.973
"9993" 1983.01364535769 0.877
"9994" 1983.01411719939 0.973
"9995" 1983.01425418569 1.07
"9996" 1983.01457762557 1.07
"9997" 1983.01482115677 1.18
"9998" 1983.01518455099 2.11
"9999" 1983.01542427702 2.11
"10000" 1983.01569254186 1.98
"10001" 1983.01592846271 1.98
"10002" 1983.01706811263 1.63
"10003" 1983.01730593607 1.63
"10004" 1983.01746765601 1.51
"10005" 1983.01777397260 1.51
"10006" 1983.0187956621 1.4
"10007" 1983.02058219178 1.4
"10008" 1983.02168949772 1.29
"10009" 1983.02323820396 1.29
"10010" 1983.02343417047 1.4
"10011" 1983.02443112633 1.4
"10012" 1983.02596270928 1.29
"10013" 1983.02989726027 1.18
"10014" 1983.03016933029 1.07
"10015" 1983.03108066971 1.07
"10016" 1983.0314174277 1.18
"10017" 1983.03808599696 0.973
"10018" 1983.03842085236 1.18
"10019" 1983.04079337900 1.18
"10020" 1983.04119101979 2.5
"10021" 1983.0414783105 3.75
"10022" 1983.04162671233 3.75
"10023" 1983.04183789954 3.28
"10024" 1983.04254756469 2.81
"10025" 1983.04289003044 3.28
"10026" 1983.04330289193 3.44
"10027" 1983.04410578387 5.42
"10028" 1983.04510083714 5.42
"10029" 1983.04600266362 4.74
"10030" 1983.04737252664 4.24
"10031" 1983.04833904110 3.75
"10032" 1983.05526826484 2.37
"10033" 1983.05906202435 1.85
"10034" 1983.06002092846 1.85
"10035" 1983.06044330289 1.74
"10036" 1983.06166476408 1.74
"10037" 1983.06178462709 1.63
"10038" 1983.06284056317 1.63
"10039" 1983.07090943683 1.29
"10040" 1983.07155251142 1.18
"10041" 1983.07206811263 1.18
"10042" 1983.07453957382 1.07
"10043" 1983.07466514460 1.18
"10044" 1983.07595319635 1.07
"10045" 1983.07680365297 1.07
"10046" 1983.07700913242 0.973
"10047" 1983.07719939117 0.973
"10048" 1983.077347793 1.07
"10049" 1983.07899543379 1.07
"10050" 1983.07940258752 0.973
"10051" 1983.08057648402 0.973
"10052" 1983.08095319635 1.29
"10053" 1983.08167047184 1.29
"10054" 1983.08191780822 1.18
"10055" 1983.08224885845 1.18
"10056" 1983.08252853881 1.29
"10057" 1983.08335426180 1.4
"10058" 1983.08353691020 1.51
"10059" 1983.08371194825 1.98
"10060" 1983.08387557078 2.11
"10061" 1983.08406392694 1.85
"10062" 1983.08433409437 1.85
"10063" 1983.08460806697 1.98
"10064" 1983.08584474886 1.63
"10065" 1983.08632420091 1.63
"10066" 1983.08703006088 1.51
"10067" 1983.08730403349 1.63
"10068" 1983.08896308980 1.51
"10069" 1983.08980403349 1.51
"10070" 1983.0901369863 1.98
"10071" 1983.09036529680 1.98
"10072" 1983.09150304414 1.63
"10073" 1983.09305745814 1.51
"10074" 1983.09472412481 1.51
"10075" 1983.09489155251 1.63
"10076" 1983.09622336377 1.74
"10077" 1983.09701864536 1.63
"10078" 1983.10007039574 1.51
"10079" 1983.10057077626 1.85
"10080" 1983.10068112633 1.98
"10081" 1983.10080859970 2.5
"10082" 1983.10102929985 3.6
"10083" 1983.10165144597 3.6
"10084" 1983.10193302892 4.22
"10085" 1983.10213280061 4.22
"10086" 1983.10234969559 3.91
"10087" 1983.10297184170 3.6
"10088" 1983.10366438356 4.07
"10089" 1983.10401826484 4.07
"10090" 1983.10514459665 3.6
"10091" 1983.10591324201 3.6
"10092" 1983.11233828006 2.11
"10093" 1983.11471080670 1.98
"10094" 1983.11489535769 1.85
"10095" 1983.11713850837 1.85
"10096" 1983.1174543379 1.74
"10097" 1983.12372526636 1.51
"10098" 1983.12404490107 1.29
"10099" 1983.12649543379 1.29
"10100" 1983.12670662100 1.18
"10101" 1983.12943112633 1.18
"10102" 1983.13122907154 1.07
"10103" 1983.13142694064 0.973
"10104" 1983.13190639269 0.973
"10105" 1983.13213280061 1.07
"10106" 1983.13402968037 1.07
"10107" 1983.13422564688 0.877
"10108" 1983.13469558600 0.877
"10109" 1983.13482876712 0.973
"10110" 1983.13687214612 0.973
"10111" 1983.13703386606 0.877
"10112" 1983.13829147641 0.973
"10113" 1983.13852739726 0.877
"10114" 1983.13911719939 0.877
"10115" 1983.14505707763 0.973
"10116" 1983.14525875190 0.78
"10117" 1983.14649162861 0.877
"10118" 1983.14779870624 0.877
"10119" 1983.14792237443 0.78
"10120" 1983.14828957382 0.78
"10121" 1983.14853691020 0.877
"10122" 1983.15213280061 0.877
"10123" 1983.15293378995 1.07
"10124" 1983.15418188737 1.07
"10125" 1983.15529490107 1.4
"10126" 1983.15687214612 1.29
"10127" 1983.15726598174 2.5
"10128" 1983.15750380518 3.44
"10129" 1983.15779870624 2.97
"10130" 1983.15824771689 3.13
"10131" 1983.15855593607 2.97
"10132" 1983.15975456621 2.66
"10133" 1983.16019406393 3.44
"10134" 1983.16116248097 3.28
"10135" 1983.16195585997 3.13
"10136" 1983.16261035008 3.91
"10137" 1983.16271689498 4.39
"10138" 1983.16302701674 4.74
"10139" 1983.16365106545 4.07
"10140" 1983.16451674277 3.75
"10141" 1983.16659056317 4.22
"10142" 1983.16706430746 3.91
"10143" 1983.16815449011 3.6
"10144" 1983.16988584475 3.28
"10145" 1983.16998858447 3.13
"10146" 1983.17055745814 3.13
"10147" 1983.17106544901 2.97
"10148" 1983.17157724505 2.97
"10149" 1983.17367579909 2.5
"10150" 1983.17517503805 2.5
"10151" 1983.17527207002 2.24
"10152" 1983.17621004566 2.24
"10153" 1983.17835806697 1.98
"10154" 1983.18504375951 1.51
"10155" 1983.18592275495 1.63
"10156" 1983.18610350076 1.51
"10157" 1983.18814497717 1.51
"10158" 1983.18841894977 1.4
"10159" 1983.19055175038 1.4
"10160" 1983.19075722983 1.29
"10161" 1983.19092846271 1.29
"10162" 1983.19104261796 1.4
"10163" 1983.19322678843 1.29
"10164" 1983.19417427702 1.18
"10165" 1983.19905631659 1.18
"10166" 1983.19925989346 1.07
"10167" 1983.20046803653 1.07
"10168" 1983.20088660578 1.4
"10169" 1983.20124048706 1.18
"10170" 1983.20277397260 1.18
"10171" 1983.20296042618 1.07
"10172" 1983.2036282344 1.29
"10173" 1983.20387557078 1.29
"10174" 1983.20413622527 1.63
"10175" 1983.20464041096 1.63
"10176" 1983.20508942161 2.66
"10177" 1983.20539954338 2.81
"10178" 1983.20564307458 3.13
"10179" 1983.20585996956 3.13
"10180" 1983.20622336377 3.75
"10181" 1983.20695776256 3.75
"10182" 1983.20747526636 3.28
"10183" 1983.21013318113 2.5
"10184" 1983.21350266362 2.11
"10185" 1983.21967275495 1.63
"10186" 1983.22198630137 1.51
"10187" 1983.22215753425 1.4
"10188" 1983.22326293760 1.51
"10189" 1983.22458523592 1.51
"10190" 1983.22473363775 1.4
"10191" 1983.22511225266 1.4
"10192" 1983.22526445967 1.51
"10193" 1983.22755517504 1.51
"10194" 1983.22769216134 1.29
"10195" 1983.22794710807 1.4
"10196" 1983.23061834094 1.4
"10197" 1983.23103691020 1.51
"10198" 1983.23195776256 1.51
"10199" 1983.23251902588 1.63
"10200" 1983.23336567732 1.4
"10201" 1983.2336130137 1.63
"10202" 1983.23386796043 2.11
"10203" 1983.23408105023 2.11
"10204" 1983.23440258752 1.85
"10205" 1983.23488203957 1.85
"10206" 1983.23757420091 1.63
"10207" 1983.23805365297 2.11
"10208" 1983.23861491629 2.11
"10209" 1983.23947298326 1.85
"10210" 1983.24122716895 1.85
"10211" 1983.24144596651 1.74
"10212" 1983.24233066971 1.85
"10213" 1983.24250380517 1.74
"10214" 1983.24328957382 1.74
"10215" 1983.24414954338 1.63
"10216" 1983.24616248097 1.63
"10217" 1983.25044520548 1.4
"10218" 1983.25071917808 1.63
"10219" 1983.25209855403 1.4
"10220" 1983.25397640791 1.63
"10221" 1983.2564326484 1.63
"10222" 1983.25670091324 1.85
"10223" 1983.25774733638 1.74
"10224" 1983.25967085236 1.74
"10225" 1983.26005898021 2.24
"10226" 1983.26114916286 2.24
"10227" 1983.26137366819 2.37
"10228" 1983.26158295282 2.37
"10229" 1983.26211757991 2.66
"10230" 1983.26278729072 2.5
"10231" 1983.26310121766 2.97
"10232" 1983.26391933029 2.97
"10233" 1983.26425989346 3.75
"10234" 1983.26457191781 5.42
"10235" 1983.26473934551 5.42
"10236" 1983.26560502283 4.39
"10237" 1983.26583523592 4.56
"10238" 1983.26672564688 4.07
"10239" 1983.26844368341 3.91
"10240" 1983.26894786910 3.75
"10241" 1983.26936073059 3.91
"10242" 1983.27122336377 3.28
"10243" 1983.27139079148 3.6
"10244" 1983.27165144597 3.6
